description,code
"['Herz', 'Geräusch', 'nähern', 'bezeichnen']",R01.1
"['Sonstige', 'Herz-', 'Schall', 'Phänomen', 'Herz-schall', 'Schallphänomene']",R01.2
"['Gangrän', 'ander', 'orts', 'klassifizieren']",R02
"['Nekrose', 'Haut', 'Unter', 'Haut', 'ander', 'orts', 'klassifizieren']",R02.0
"['Kopf', 'Hals']",R02.00
"['Schulter', 'Region', 'Oberarm', 'Elle', 'Bogen']",R02.01
"['Unterarm', 'Handgelenk']",R02.02
"['Hand', 'Finger']",R02.03
['Rumpf'],R02.04
"['Becken', 'Region', 'Oberschenkel']",R02.05
"['Unterschenkel', 'Knie']",R02.06
"['Knöchel', 'Region', 'Fuß', 'Zehe']",R02.07
"['Lokalisation', 'nähern', 'bezeichnen']",R02.09
"['Sonstige', 'nähern', 'bezeichnen', 'Gangrän', 'ander', 'orts', 'klassifizieren']",R02.8
"['Abnormer', 'Blut', 'Druck', 'Wert', 'Blutdruck', 'Druckwert', 'Diagnose']",R03
"['Erhöhter', 'Blut', 'Druck', 'Wert', 'Blutdruck', 'Druckwert', 'Diagnose', 'Blut', 'Hoch', 'Druck', 'Bluthoch', 'Hochdruck']",R03.0
"['Unspezifischer', 'niedrig', 'Blut', 'Druck', 'Wert', 'Blutdruck', 'Druckwert']",R03.1
"['Blutung', 'Atem', 'Weg']",R04
['Epistaxis'],R04.0
"['Blutung', 'Rachen']",R04.1
['Hämoptoe'],R04.2
"['Blutung', 'sonstig', 'Lokalisationen', 'Atem', 'Weg']",R04.8
"['Blutung', 'Atem', 'Weg', 'nähern', 'bezeichnen']",R04.9
['Husten'],R05
"['Störung', 'Atmung']",R06
['Dyspnoe'],R06.0
['Stridor'],R06.1
"['Ziehende', 'Atmung']",R06.2
"['Period', 'Ische', 'Atmung']",R06.3
"['Hyper', 'Ventilation']",R06.4
['Mundatmung'],R06.5
['Singultus'],R06.6
['Niesen'],R06.7
"['Sonstige', 'nähern', 'bezeichnen', 'Störung', 'Atmung']",R06.8
"['Akutes', 'lebens', 'bedrohlich', 'Ereignis', 'Säug', 'Lings', 'alt', 'Säugling', 'Lingsalter']",R06.80
"['Sonstige', 'nähern', 'bezeichnen', 'Störung', 'Atmung']",R06.88
"['Hals', '-', 'Brust', 'Schmerz']",R07
"['Hals', 'Schmerz']",R07.0
"['Brust', 'Schmerz', 'Atmung']",R07.1
"['Präk', 'Ordiale', 'Schmerz']",R07.2
"['Sonstige', 'Brust', 'Schmerz']",R07.3
"['Brust', 'Schmerz', 'nähern', 'bezeichnen']",R07.4
"['Sonstige', 'Symptom', 'Kreislauf', 'System', 'Atmungs', 'System', 'betreffen']",R09
['Asphyxie'],R09.0
['Pleuritis'],R09.1
"['Atem', 'Still', 'Stand', 'Atemstill', 'Stillstand']",R09.2
"['Abnormes', 'Sputum']",R09.3
"['Sonstige', 'nähern', 'bezeichnen', 'Symptom', 'Kreislauf', 'System', 'Atmungs', 'System', 'betreffen']",R09.8
"['Malaria', 'tropica', 'Plas', 'Modium', 'falciparum']",B50
"['Malaria', 'tropica', 'zerebralen', 'Komplikation']",B50.0
"['Sonstige', 'schwer', 'Form', 'Komplikation', 'Malaria', 'tropica']",B50.8
"['Malaria', 'tropica', 'nähern', 'bezeichnen']",B50.9
"['Malaria', 'tertiana', 'Plas', 'Modium', 'vivax']",B51
"['Malaria', 'tertiana', 'Milz', 'Ruptur']",B51.0
"['Malaria', 'tertiana', 'sonstig', 'Komplikation']",B51.8
"['Malaria', 'tertiana', 'Komplikation']",B51.9
"['Malaria', 'quartana', 'Plas', 'Modium', 'malariae']",B52
"['Malaria', 'quartana', 'Nephropathie']",B52.0
"['Malaria', 'quartana', 'sonstig', 'Komplikation']",B52.8
"['Malaria', 'quartana', 'Komplikation']",B52.9
"['Sonstige', 'paras', 'ito', 'logisch', 'parasito', 'itologisch', 'bestätigen', 'Malaria']",B53
"['Malaria', 'Plas', 'Modium', 'ovale']",B53.0
"['Malaria', 'Affe', '-', 'Plas', 'Modien', 'Affen-', '-plas', 'Plasmodien']",B53.1
"['Sonstige', 'paras', 'ito', 'logisch', 'parasito', 'itologisch', 'bestätigen', 'Malaria', 'ander', 'orts', 'klassifizieren']",B53.8
"['Malaria', 'nähern', 'bezeichnen']",B54
"['Leishman', 'Iose']",B55
"['Viszerale', 'Leishman', 'Iose']",B55.0
"['Kutane', 'Leishman', 'Iose']",B55.1
"['Mukokutane', 'Leishman', 'Iose']",B55.2
"['Leishman', 'Iose', 'nähern', 'bezeichnen']",B55.9
"['afrikanisch', 'Trypanosomiasis']",B56
"['Trypanosomiasis', 'gambiensis']",B56.0
"['Trypanosomiasis', 'rhodesiensis']",B56.1
"['afrikanisch', 'Trypanosomiasis', 'nähern', 'bezeichnen']",B56.9
"['Chagas-', 'Krankheit']",B57
"['Akute', 'Chagas-', 'Krankheit', 'Herz', 'Beteiligung', '(', 'I98.1']",B57.0
"['Akute', 'Chagas-', 'Krankheit', 'Herz', 'Beteiligung']",B57.1
"['Chagas-', 'Krankheit', '(', 'Herz', 'Beteiligung']",B57.2
"['Chagas-', 'Krankheit', '(', 'Beteiligung', 'Verdauungs', 'System']",B57.3
"['Chagas-', 'Krankheit', '(', 'Beteiligung', 'Nerv', 'System']",B57.4
"['Chagas-', 'Krankheit', '(', 'Beteiligung', 'sonstig', 'Organ']",B57.5
['Toxoplasmose'],B58
"['Auge', 'Erkrankung', 'Toxo', 'Plasmen']",B58.0
"['Hepatitis', 'Toxo', 'Plasmen', '(']",B58.1
"['Meningo', 'Enzephalitis', 'Toxo', 'Plasmen', '(']",B58.2
"['Toxoplasmose', 'Lunge', '(']",B58.3
"['Toxoplas', 'Mosen', 'Beteiligung', 'sonstig', 'Organ']",B58.8
"['Toxo', 'Plasmose', 'nähern', 'bezeichnen']",B58.9
"['Sonstige', 'Protozoen', 'Krankheit', 'ander', 'orts', 'klassifizieren']",B60
['Babesiose'],B60.0
['Akanthamöbiasis'],B60.1
"['Naegleria', 'Infektion']",B60.2
"['Sonstige', 'nähern', 'bezeichnen', 'Protozoen', 'Krankheit']",B60.8
"['Nicht', 'nähern', 'bezeichnen', 'Protozoen', 'Krankheit']",B64
"['Ober', 'Flächliche', 'Verletzung', 'Hüfte', 'Oberschen', 'Kels']",S70
"['Prellung', 'Hüfte']",S70.0
"['Prellung', 'Oberschen', 'Kels']",S70.1
"['Multiple', 'ober', 'flächliche', 'Verletzung', 'Hüfte', 'Oberschen', 'Kels']",S70.7
"['Sonstige', 'ober', 'flächliche', 'Verletzung', 'Hüfte', 'Oberschen', 'Kels']",S70.8
"['Schürf', 'Wunde']",S70.81
"['Blase', 'Bildung', '(']",S70.82
"['Insekt', 'Biss', '-stich', '(']",S70.83
"['Ober', 'Fläch', 'Licher', 'Oberfläch', 'Flächlicher', 'Fremd', 'Körper', '(']",S70.84
"['Subkutanes', '(', 'Décollement']",S70.86
['Sonstige'],S70.88
"['Ober', 'Flächliche', 'Verletzung', 'Hüfte', 'Oberschen', 'Kels', 'nähern', 'bezeichnen']",S70.9
"['Offene', 'Wunde', 'Hüfte', 'Oberschen', 'Kels']",S71
"['Offene', 'Wunde', 'Hüfte']",S71.0
"['Offene', 'Wunde', 'Oberschen', 'Kels']",S71.1
"['Multiple', 'offen', 'Wunde', 'Hüfte', 'Oberschen', 'Kels']",S71.7
"['Offene', 'Wunde', 'sonstig', 'nähern', 'bezeichnet', 'Teil', 'Becken', 'Gürtel']",S71.8
"['Offene', 'Wunde', 'sonstig', 'nähern', 'bezeichnet', 'Teil', 'Becken', 'Gürtel']",S71.80
"['Weich', 'Teil', 'Schaden', 'Weichteil', 'Teilschaden', 'I.', 'Grad', 'geschlossen', 'Fraktur', 'Luxation', 'Hüfte', 'Oberschen', 'Kels']",S71.84
"['Weich', 'Teil', 'Schaden', 'Weichteil', 'Teilschaden', 'II', 'Grad', 'geschlossen', 'Fraktur', 'Luxation', 'Hüfte', 'Oberschen', 'Kels']",S71.85
"['Weich', 'Teil', 'Schaden', 'Weichteil', 'Teilschaden', 'III', 'Grad', 'geschlossen', 'Fraktur', 'Luxation', 'Hüfte', 'Oberschen', 'Kels']",S71.86
"['Weich', 'Teil', 'Schaden', 'Weichteil', 'Teilschaden', 'I.', 'Grad', 'offen', 'Fraktur', 'Luxation', 'Hüfte', 'Oberschen', 'Kels']",S71.87
"['Weich', 'Teil', 'Schaden', 'Weichteil', 'Teilschaden', 'II', 'Grad', 'offen', 'Fraktur', 'Luxation', 'Hüfte', 'Oberschen', 'Kels']",S71.88
"['Weich', 'Teil', 'Schaden', 'Weichteil', 'Teilschaden', 'III', 'Grad', 'offen', 'Fraktur', 'Luxation', 'Hüfte', 'Oberschen', 'Kels']",S71.89
"['Fraktur', 'Femurs']",S72
"['Schenkel', 'Hals', 'Fraktur', 'Schenkelhals', 'Halsfraktur']",S72.0
"['Teil', 'nähern', 'bezeichnen']",S72.00
"['Intra', 'Kapsulär']",S72.01
"['(', 'Epiphyse', 'Epiphy', 'Sen', 'Lösung', 'Epiphyse', 'Senlösung']",S72.02
['Subkapital'],S72.03
"['Medio', 'Zervikal']",S72.04
['Basis'],S72.05
"['Sonstige', 'Teil']",S72.08
"['Pertroch', 'Antäre', 'Fraktur']",S72.1
"['Trochantär', 'nähern', 'bezeichnen']",S72.10
"['Inter', 'Troch', 'Antär', 'Intertroch', 'Trochantär']",S72.11
"['Subtroch', 'Antäre', 'Fraktur']",S72.2
"['Fraktur', 'Femurschaftes']",S72.3
"['Distale', 'Fraktur', 'Femurs']",S72.4
"['Teil', 'nähern', 'bezeichnen']",S72.40
"['Condylus', '(', '(']",S72.41
"['Epiphyse', 'Epiphy', 'Sen', 'Lösung', 'Epiphyse', 'Senlösung']",S72.42
"['Supra', 'Kondylär']",S72.43
"['Inter', 'Kondylär']",S72.44
"['Multiple', 'Fraktur', 'Femurs']",S72.7
"['Fraktur', 'sonstig', 'Teil', 'Femurs']",S72.8
"['Fraktur', 'Femurs', 'Teil', 'nähern', 'bezeichnen']",S72.9
"['Luxation', 'Verstauchung', 'Zerrung', 'Hüft', 'Gelenk', 'Bändern', 'Hüfte']",S73
"['Luxation', 'Hüfte']",S73.0
"['Nicht', 'nähern', 'bezeichnen']",S73.00
"['Nach', 'posterior']",S73.01
"['Nach', 'anterior']",S73.02
['Sonstige'],S73.08
"['Verstauchung', 'Zerrung', 'Hüft', 'Gelenk']",S73.1
"['Teil', 'nähern', 'bezeichnen']",S73.10
"['Ilio', 'Fe', 'Moral', 'Iliofe', 'Femoral', '(']",S73.11
"['Ischio', 'Kapsulär', '(']",S73.12
"['Sonstige', 'Teil']",S73.18
"['Verletzung', 'Nerv', 'Höhe', 'Hüfte', 'Oberschen', 'Kels']",S74
"['Verletzung', 'N.', 'ischiadicus', 'Höhe', 'Hüfte', 'Oberschen', 'Kels']",S74.0
"['Verletzung', 'N.', 'femoralis', 'Höhe', 'Hüfte', 'Oberschen', 'Kels']",S74.1
"['Verletzung', 'sensibel', 'Hautnerven', 'Höhe', 'Hüfte', 'Oberschen', 'Kels']",S74.2
"['Verletzung', 'mehrer', 'Nerv', 'Höhe', 'Hüfte', 'Oberschen', 'Kels']",S74.7
"['Verletzung', 'sonstig', 'Nerv', 'Höhe', 'Hüfte', 'Oberschen', 'Kels']",S74.8
"['Verletzung', 'nähern', 'bezeichnen', 'Nerv', 'Höhe', 'Hüfte', 'Oberschen', 'Kels']",S74.9
"['Verletzung', 'Blut', 'Ge', 'Fäßen', 'Blutge', 'Gefäß', 'Höhe', 'Hüfte', 'Oberschen', 'Kels']",S75
"['Verletzung', 'A', 'femoralis']",S75.0
"['Verletzung', 'V', 'femoralis', 'Höhe', 'Hüfte', 'Oberschen', 'Kels']",S75.1
"['Verletzung', 'V', 'saphena', 'magna', 'Höhe', 'Hüfte', 'Oberschen', 'Kels']",S75.2
"['Verletzung', 'mehrer', 'Blut', 'Gefäß', 'Höhe', 'Hüfte', 'Oberschen', 'Kels']",S75.7
"['Verletzung', 'sonstig', 'Blut', 'Gefäß', 'Höhe', 'Hüfte', 'Oberschen', 'Kels']",S75.8
"['Verletzung', 'nähern', 'bezeichnen', 'Blut', 'Ge', 'Fäßes', 'Blutge', 'Gefäß', 'Höhe', 'Hüfte', 'Oberschen', 'Kels']",S75.9
"['Verletzung', 'Muskel', 'Sehne', 'Höhe', 'Hüfte', 'Oberschen', 'Kels']",S76
"['Verletzung', 'Muskel', 'Sehne', 'Hüfte']",S76.0
"['Verletzung', 'Muskel', 'Sehne', 'M', 'quadriceps', 'femoris']",S76.1
"['Verletzung', 'Muskel', 'Sehne', 'Adduk', 'Tor', 'Gruppe', 'Adduktor', 'Torengruppe', 'Oberschen', 'Kels']",S76.2
"['Verletzung', 'Muskel', 'Sehne', 'poster', 'ioren', 'Muskel', 'Gruppe', 'Höhe', 'Oberschen', 'Kels']",S76.3
"['Verletzung', 'sonstig', 'nähern', 'bezeichnet', 'Muskel', 'Sehne', 'Höhe', 'Oberschen', 'Kels']",S76.4
"['Verletzung', 'mehrer', 'Muskel', 'Sehne', 'Höhe', 'Hüfte', 'Oberschen', 'Kels']",S76.7
"['Zerquetschung', 'Hüfte', 'Oberschen', 'Kels']",S77
"['Zerquetschung', 'Hüfte']",S77.0
"['Zerquetschung', 'Oberschen', 'Kels']",S77.1
"['Zerquetschung', 'Beteiligung', 'Hüfte', 'Oberschen', 'Kels']",S77.2
"['Trauma', 'Tisch', 'Amputation', 'Hüfte', 'Oberschenkel']",S78
"['Trauma', 'Tisch', 'Amputation', 'Hüft', 'Gelenk']",S78.0
"['Trauma', 'Tisch', 'Amputation', 'Hüfte', 'Knie']",S78.1
"['Trauma', 'Tisch', 'Amputation', 'Hüfte', 'Oberschenkel', 'Höhe', 'nähern', 'bezeichnen']",S78.9
"['Sonstige', 'nähern', 'bezeichnen', 'Verletzung', 'Hüfte', 'Oberschen', 'Kels']",S79
"['Multiple', 'Verletzung', 'Hüfte', 'Oberschen', 'Kels']",S79.7
"['Sonstige', 'nähern', 'bezeichnen', 'Verletzung', 'Hüfte', 'Oberschen', 'Kels']",S79.8
"['Nicht', 'nähern', 'bezeichnen', 'Verletzung', 'Hüfte', 'Oberschen', 'Kels']",S79.9
['Sehstörungen'],H53
"['Amblyopia', 'ex', 'anopsia']",H53.0
"['subjektiv', 'Sehstörungen']",H53.1
['Diplopie'],H53.2
"['Sonstige', 'Störung', 'binokularen', 'Sehen']",H53.3
"['Gesicht', 'Feld', 'Defekte', 'Gesichtsfeld', 'Felddefekte']",H53.4
"['Farb', 'S', 'Innstörungen', 'Farbs', 'Sinnstörungen']",H53.5
"['Nacht', 'Blindheit']",H53.6
"['Sonstige', 'Sehstörungen']",H53.8
"['Sehstörung', 'nähern', 'bezeichnen']",H53.9
"['Blind', 'Heit', 'Sehbe', 'Einträchtigung']",H54
"['Blind', 'Heit', 'hoch', 'gradige', 'Sehbehinderung', 'binokular']",H54.0
"['Schwere', 'Sehbe', 'Einträchtigung', 'binokular']",H54.1
"['Mittel', 'Schwere', 'Sehbe', 'Einträchtigung', 'binokular']",H54.2
"['leicht', 'Sehbe', 'Einträchtigung', 'binokular']",H54.3
"['Blind', 'Heit', 'hoch', 'gradige', 'Sehbehinderung', 'monokular']",H54.4
"['Schwere', 'Sehbe', 'Einträchtigung', 'monokular']",H54.5
"['Mittel', 'Schwere', 'Sehbe', 'Einträchtigung', 'monokular']",H54.6
"['Nicht', 'nähern', 'bezeichnen', 'Sehbe', 'Einträchtigung', '(']",H54.9
"['Essen', 'Tielle', '(', 'Hyper', 'Tonie']",I10
"['Benigne', 'essen', 'tielle', 'Hyper', 'Tonie']",I10.0
"['Maligne', 'essen', 'tielle', 'Hyper', 'Tonie']",I10.1
"['Essen', 'Tielle', 'Hypertonie', 'nähern', 'bezeichnen']",I10.9
"['Hyper', 'Tensive', 'Herz', 'Krankheit']",I11
"['Hyper', 'Tensive', 'Herz', 'Krankheit', '(', 'Herz', 'Insuffizienz']",I11.0
"['Hyper', 'Tensive', 'Herz', 'Krankheit', '(', 'Herz', 'Insuffizienz']",I11.9
"['Hyper', 'Tensive', 'Niere', 'Krank', 'Heit', 'Nierenkrank', 'Krankheit']",I12
"['Hyper', 'Tensive', 'Niere', 'Krank', 'Heit', 'Nierenkrank', 'Krankheit', 'Niere', 'Insuffizienz']",I12.0
"['Hyper', 'Tensive', 'Niere', 'Krank', 'Heit', 'Nierenkrank', 'Krankheit', 'Niere', 'Insuffizienz']",I12.9
"['Hyper', 'Tensive', 'Herz-', 'Niere', 'Krank', 'Heit', 'Nierenkrank', 'Krankheit']",I13
"['Hyper', 'Tensive', 'Herz-', 'Niere', 'Krank', 'Heit', 'Nierenkrank', 'Krankheit', '(', 'Herz', 'Insuffizienz']",I13.0
"['Hyper', 'Tensive', 'Herz-', 'Niere', 'Krank', 'Heit', 'Nierenkrank', 'Krankheit', 'Niere', 'Insuffizienz']",I13.1
"['Hyper', 'Tensive', 'Herz-', 'Niere', 'Krank', 'Heit', 'Nierenkrank', 'Krankheit', '(', 'Herz', 'Insuffizienz', 'Niere', 'Insuffizienz']",I13.2
"['Hyper', 'Tensive', 'Herz-', 'Niere', 'Krankheit', 'nähern', 'bezeichnen']",I13.9
"['sekundär', 'Hyper', 'Tonie']",I15
"['Renovaskuläre', 'Hyper', 'Tonie']",I15.0
"['Hyper', 'Tonie', 'Folge', 'sonstig', 'Niere', 'Krankheit']",I15.1
"['Hyper', 'Tonie', 'Folge', 'endokrinen', 'Krank', 'Heiten']",I15.2
"['Sonstige', 'sekundäre', 'Hyper', 'Tonie']",I15.8
"['sekundär', 'Hypertonie', 'nähern', 'bezeichnen']",I15.9
"['Akute', 'Perikarditis']",I30
"['Akute', 'unspezifische', 'idio', 'pathische', 'Perikarditis']",I30.0
"['infektiös', 'Perikarditis']",I30.1
"['Sonstige', 'Form', 'akut', 'Perikarditis']",I30.8
"['Akute', 'Perikarditis', 'nähern', 'bezeichnen']",I30.9
"['Sonstige', 'Krank', 'Heiten', 'Perikards']",I31
"['chronisch', 'adhäsive', 'Perikarditis']",I31.0
"['chronisch', 'konstriktive', 'Perikarditis']",I31.1
"['Hämoperikard', 'ander', 'orts', 'klassifizieren']",I31.2
"['Perikarderguss', '(']",I31.3
"['Sonstige', 'nähern', 'bezeichnen', 'Krank', 'Heiten', 'Perikards']",I31.8
"['Herz', 'Beutel', 'Tamponade', 'Herzbeutel', 'Beuteltamponade']",I31.80
"['Sonstige', 'nähern', 'bezeichnen', 'Krank', 'Heiten', 'Perikards']",I31.88
"['Krankheit', 'Perikards', 'nähern', 'bezeichnen']",I31.9
"['Perikarditis', 'ander', 'orts', 'klassifizieren', 'Krank', 'Heiten']",I32
"['Perikarditis', 'ander', 'orts', 'klassifizieren', 'bakteriell', 'Krank', 'Heiten']",I32.0
"['Perikarditis', 'sonstig', 'ander', 'orts', 'klassifizieren', 'infektiös', 'parasitär', 'Krank', 'Heiten']",I32.1
"['Perikarditis', 'sonstig', 'ander', 'orts', 'klassifizieren', 'Krank', 'Heiten']",I32.8
"['Akute', 'subakute', 'Endokarditis']",I33
"['Akute', 'subakute', 'infektiöse', 'Endokarditis']",I33.0
"['Akute', 'Endokarditis', 'nähern', 'bezeichnen']",I33.9
"['Nichtr', 'Heuma', 'Tisch', 'Nichtrheuma', 'Heumatische', 'Mitral', 'Klappen', 'Krankheit', 'Mitralklappen', 'Klappenkrankheiten']",I34
"['Mitral', 'Klappen', 'Insuffizienz', 'Mitralklappen', 'Klappeninsuffizienz']",I34.0
"['Mitral', 'Klappen', 'Prolaps', 'Mitralklappen', 'Klappenprolaps']",I34.1
"['Nichtr', 'Heuma', 'Tisch', 'Nichtrheuma', 'Heumatische', 'Mitral', 'Klappen', 'Stenose', 'Mitralklappen', 'Klappenstenose']",I34.2
"['Sonstige', 'nichtr', 'heuma', 'tische', 'nichtrheuma', 'heumatische', 'Mitral', 'Klappen', 'Krankheit', 'Mitralklappen', 'Klappenkrankheiten']",I34.8
"['Nichtr', 'Heuma', 'Tisch', 'Nichtrheuma', 'Heumatische', 'Mitral', 'Klappen', 'Stenose', 'Mitralklappen', 'Klappenstenose', 'Mitral', 'Klappen', 'Insuffizienz', 'Mitralklappen', 'Klappeninsuffizienz']",I34.80
"['Sonstige', 'nichtr', 'heuma', 'tische', 'nichtrheuma', 'heumatische', 'Mitral', 'Klappen', 'Krankheit', 'Mitralklappen', 'Klappenkrankheiten']",I34.88
"['Nichtr', 'Heuma', 'Tisch', 'Nichtrheuma', 'Heumatische', 'Mitral', 'Klappen', 'Krankheit', 'Mitralklappen', 'Klappenkrankheit', 'nähern', 'bezeichnen']",I34.9
"['Nichtr', 'Heuma', 'Tisch', 'Nichtrheuma', 'Heumatische', 'Aorten', 'Klappen', 'Krankheit', 'Aortenklappen', 'Klappenkrankheiten']",I35
"['Aorten', 'Klappen', 'Stenose', 'Aortenklappen', 'Klappenstenose']",I35.0
"['Aorten', 'Klappen', 'Insuffizienz', 'Aortenklappen', 'Klappeninsuffizienz']",I35.1
"['Aorten', 'Klappen', 'Stenose', 'Aortenklappen', 'Klappenstenose', 'Insuffizienz']",I35.2
"['Sonstige', 'Aorten', 'Klappen', 'Krankheit', 'Aortenklappen', 'Klappenkrankheiten']",I35.8
"['Aorten', 'Klappen', 'Krankheit', 'Aortenklappen', 'Klappenkrankheit', 'nähern', 'bezeichnen']",I35.9
"['Nichtr', 'Heuma', 'Tisch', 'Nichtrheuma', 'Heumatische', 'Triku', 'Spidal', 'Klappen', 'Krankheit', 'Trikuspidal', 'Spidalklappen', 'Klappenkrankheiten']",I36
"['Nichtr', 'Heuma', 'Tisch', 'Nichtrheuma', 'Heumatische', 'Triku', 'Spidal', 'Klappen', 'Stenose', 'Trikuspidal', 'Spidalklappen', 'Klappenstenose']",I36.0
"['Nichtr', 'Heuma', 'Tisch', 'Nichtrheuma', 'Heumatische', 'Triku', 'Spidal', 'Klappen', 'Insuffizienz', 'Trikuspidal', 'Spidalklappen', 'Klappeninsuffizienz']",I36.1
"['Nichtr', 'Heuma', 'Tisch', 'Nichtrheuma', 'Heumatische', 'Triku', 'Spidal', 'Klappen', 'Stenose', 'Trikuspidal', 'Spidalklappen', 'Klappenstenose', 'Insuffizienz']",I36.2
"['Sonstige', 'nichtr', 'heuma', 'tische', 'nichtrheuma', 'heumatische', 'Triku', 'Spidal', 'Klappen', 'Krankheit', 'Trikuspidal', 'Spidalklappen', 'Klappenkrankheiten']",I36.8
"['Nichtr', 'Heuma', 'Tisch', 'Nichtrheuma', 'Heumatische', 'Triku', 'Spidal', 'Klappen', 'Krankheit', 'Trikuspidal', 'Spidalklappen', 'Klappenkrankheit', 'nähern', 'bezeichnen']",I36.9
"['Pulmonal', 'Klappen', 'Krankheit', 'Pulmonalklappen', 'Klappenkrankheiten']",I37
"['Pulmonal', 'Klappen', 'Stenose', 'Pulmonalklappen', 'Klappenstenose']",I37.0
"['Pulmonal', 'Klappen', 'Insuffizienz', 'Pulmonalklappen', 'Klappeninsuffizienz']",I37.1
"['Pulmonal', 'Klappen', 'Stenose', 'Pulmonalklappen', 'Klappenstenose', 'Insuffizienz']",I37.2
"['Sonstige', 'Pulmonal', 'Klappen', 'Krankheit', 'Pulmonalklappen', 'Klappenkrankheiten']",I37.8
"['Pulmonal', 'Klappen', 'Krankheit', 'Pulmonalklappen', 'Klappenkrankheit', 'nähern', 'bezeichnen']",I37.9
"['Endokarditis', 'Herz', 'Klappe', 'nähern', 'bezeichnen']",I38
"['Endokarditis', 'Herz', 'Klappen', 'Krankheit', 'Herzklappen', 'Klappenkrankheiten', 'ander', 'orts', 'klassifizieren', 'Krank', 'Heiten']",I39
"['Mitral', 'Klappen', 'Krankheit', 'Mitralklappen', 'Klappenkrankheiten', 'ander', 'orts', 'klassifizieren', 'Krank', 'Heiten']",I39.0
"['Aorten', 'Klappen', 'Krankheit', 'Aortenklappen', 'Klappenkrankheiten', 'ander', 'orts', 'klassifizieren', 'Krank', 'Heiten']",I39.1
"['Triku', 'Spidal', 'Klappen', 'Krankheit', 'Trikuspidal', 'Spidalklappen', 'Klappenkrankheiten', 'ander', 'orts', 'klassifizieren', 'Krank', 'Heiten']",I39.2
"['Pulmonal', 'Klappen', 'Krankheit', 'Pulmonalklappen', 'Klappenkrankheiten', 'ander', 'orts', 'klassifizieren', 'Krank', 'Heiten']",I39.3
"['Krank', 'Heiten', 'mehrer', 'Herz', 'Klappen', 'ander', 'orts', 'klassifizieren', 'Krank', 'Heiten']",I39.4
"['Endokarditis', 'ander', 'orts', 'klassifizieren', 'Krankheit', 'Herz', 'Klappe', 'nähern', 'bezeichnen']",I39.8
"['Akute', 'Myokarditis']",I40
"['infektiös', 'Myokarditis']",I40.0
"['isoliert', 'Myokarditis']",I40.1
"['Sonstige', 'akut', 'Myokarditis']",I40.8
"['Akute', 'Myokarditis', 'nähern', 'bezeichnen']",I40.9
"['Myokarditis', 'ander', 'orts', 'klassifizieren', 'Krank', 'Heiten']",I41
"['Myokarditis', 'ander', 'orts', 'klassifizieren', 'bakteriell', 'Krank', 'Heiten']",I41.0
"['Myokarditis', 'ander', 'orts', 'klassifizieren', 'Virus', 'Krankheit']",I41.1
"['Myokarditis', 'sonstig', 'ander', 'orts', 'klassifizieren', 'infektiös', 'parasitär', 'Krank', 'Heiten']",I41.2
"['Myokarditis', 'sonstig', 'ander', 'orts', 'klassifizieren', 'Krank', 'Heiten']",I41.8
"['Kardio', 'Myopathie']",I42
"['Dilatative', 'Kardio', 'Myopathie']",I42.0
"['Hyper', 'Troph', 'Ische', 'Hypertroph', 'Trophische', 'obstruktive', 'Kardio', 'Myopathie']",I42.1
"['Sonstige', 'hyper', 'trophische', 'Kardio', 'Myopathie']",I42.2
"['Eosinophile', 'endo', 'myokardiale', 'Krankheit']",I42.3
"['Endokard', 'Fibroelastose']",I42.4
"['Sonstige', 'restriktive', 'Kardio', 'Myopathie']",I42.5
"['Alkohol', 'Ische', 'Kardio', 'Myopathie']",I42.6
"['Kardio', 'Myopathie', 'Arznei', 'Mittel', 'sonstig', 'exogene', 'Substanz']",I42.7
"['Sonstige', 'Kardio', 'Myopathien']",I42.8
"['Arrhyth', 'Mogene', 'rechts', 'ventrikuläre', 'Kardio', 'Myopathie', '[']",I42.80
"['Sonstige', 'Kardio', 'Myopathien']",I42.88
"['Kardio', 'Myopathie', 'nähern', 'bezeichnen']",I42.9
"['Kardio', 'Myopathie', 'ander', 'orts', 'klassifizieren', 'Krank', 'Heiten']",I43
"['Kardio', 'Myopathie', 'ander', 'orts', 'klassifizieren', 'infektiös', 'parasitär', 'Krank', 'Heiten']",I43.0
"['Kardio', 'Myopathie', 'Stoff', 'Wechsel', 'Krankheit', 'Stoffwechsel', 'Wechselkrankheiten']",I43.1
"['Kardio', 'Myopathie', 'alimentären', 'Krank', 'Heiten']",I43.2
"['Kardio', 'Myopathie', 'sonstig', 'ander', 'orts', 'klassifizieren', 'Krank', 'Heiten']",I43.8
"['Atrio', 'Ventrikulärer', 'Block', 'Links', 'Schenkel', 'Block', 'Linksschenkel', 'Schenkelblock']",I44
"['Atrio', 'Ventrikulärer', 'Block', '1.', 'Grad']",I44.0
"['Atrio', 'Ventrikulärer', 'Block', '2.', 'Grad']",I44.1
"['Atrio', 'Ventrikulärer', 'Block', '3.', 'Grad']",I44.2
"['Sonstiger', 'nähern', 'bezeichnet', 'atrio', 'ventrikulärer', 'Block']",I44.3
"['Links', 'Anteriorer', 'Faszikel', 'Block']",I44.4
"['Links', 'Posteriorer', 'Faszikel', 'Block']",I44.5
"['Sonstiger', 'nähern', 'bezeichnet', 'Faszikel', 'Block']",I44.6
