description,code
Traumatische Amputation im Hüftgelenk,S78.0
Traumatische Amputation zwischen Hüfte und Knie,S78.1
"Traumatische Amputation an Hüfte und Oberschenkel, Höhe nicht näher bezeichnet",S78.9
Sonstige und nicht näher bezeichnete Verletzungen der Hüfte und des Oberschenkels,S79
Multiple Verletzungen der Hüfte und des Oberschenkels,S79.7
Sonstige näher bezeichnete Verletzungen der Hüfte und des Oberschenkels,S79.8
Nicht näher bezeichnete Verletzung der Hüfte und des Oberschenkels,S79.9
Sehstörungen,H53
Amblyopia ex anopsia,H53.0
Subjektive Sehstörungen,H53.1
Diplopie,H53.2
Sonstige Störungen des binokularen Sehens,H53.3
Gesichtsfelddefekte,H53.4
Farbsinnstörungen,H53.5
Nachtblindheit,H53.6
Sonstige Sehstörungen,H53.8
"Sehstörung, nicht näher bezeichnet",H53.9
Blindheit und Sehbeeinträchtigung,H54
"Blindheit und hochgradige Sehbehinderung, binokular",H54.0
"Schwere Sehbeeinträchtigung, binokular",H54.1
"Mittelschwere Sehbeeinträchtigung, binokular",H54.2
"Leichte Sehbeeinträchtigung, binokular",H54.3
"Blindheit und hochgradige Sehbehinderung, monokular",H54.4
"Schwere Sehbeeinträchtigung, monokular",H54.5
"Mittelschwere Sehbeeinträchtigung, monokular",H54.6
Nicht näher bezeichnete Sehbeeinträchtigung (binokular),H54.9
Essentielle (primäre) Hypertonie,I10
Benigne essentielle Hypertonie,I10.0
Maligne essentielle Hypertonie,I10.1
"Essentielle Hypertonie, nicht näher bezeichnet",I10.9
Hypertensive Herzkrankheit,I11
Hypertensive Herzkrankheit mit (kongestiver) Herzinsuffizienz,I11.0
Hypertensive Herzkrankheit ohne (kongestive) Herzinsuffizienz,I11.9
Hypertensive Nierenkrankheit,I12
Hypertensive Nierenkrankheit mit Niereninsuffizienz,I12.0
Hypertensive Nierenkrankheit ohne Niereninsuffizienz,I12.9
Hypertensive Herz- und Nierenkrankheit,I13
Hypertensive Herz- und Nierenkrankheit mit (kongestiver) Herzinsuffizienz,I13.0
Hypertensive Herz- und Nierenkrankheit mit Niereninsuffizienz,I13.1
Hypertensive Herz- und Nierenkrankheit mit (kongestiver) Herzinsuffizienz und Niereninsuffizienz,I13.2
"Hypertensive Herz- und Nierenkrankheit, nicht näher bezeichnet",I13.9
Sekundäre Hypertonie,I15
Renovaskuläre Hypertonie,I15.0
Hypertonie als Folge von sonstigen Nierenkrankheiten,I15.1
Hypertonie als Folge von endokrinen Krankheiten,I15.2
Sonstige sekundäre Hypertonie,I15.8
"Sekundäre Hypertonie, nicht näher bezeichnet",I15.9
Akute Perikarditis,I30
Akute unspezifische idiopathische Perikarditis,I30.0
Infektiöse Perikarditis,I30.1
Sonstige Formen der akuten Perikarditis,I30.8
"Akute Perikarditis, nicht näher bezeichnet",I30.9
Sonstige Krankheiten des Perikards,I31
Chronische adhäsive Perikarditis,I31.0
Chronische konstriktive Perikarditis,I31.1
"Hämoperikard, anderenorts nicht klassifiziert",I31.2
Perikarderguss (nichtentzündlich),I31.3
Sonstige näher bezeichnete Krankheiten des Perikards,I31.8
Herzbeuteltamponade,I31.80
Sonstige näher bezeichnete Krankheiten des Perikards,I31.88
"Krankheit des Perikards, nicht näher bezeichnet",I31.9
Perikarditis bei anderenorts klassifizierten Krankheiten,I32
Perikarditis bei anderenorts klassifizierten bakteriellen Krankheiten,I32.0
Perikarditis bei sonstigen anderenorts klassifizierten infektiösen und parasitären Krankheiten,I32.1
Perikarditis bei sonstigen anderenorts klassifizierten Krankheiten,I32.8
Akute und subakute Endokarditis,I33
Akute und subakute infektiöse Endokarditis,I33.0
"Akute Endokarditis, nicht näher bezeichnet",I33.9
Nichtrheumatische Mitralklappenkrankheiten,I34
Mitralklappeninsuffizienz,I34.0
Mitralklappenprolaps,I34.1
Nichtrheumatische Mitralklappenstenose,I34.2
Sonstige nichtrheumatische Mitralklappenkrankheiten,I34.8
Nichtrheumatische Mitralklappenstenose mit Mitralklappeninsuffizienz,I34.80
Sonstige nichtrheumatische Mitralklappenkrankheiten,I34.88
"Nichtrheumatische Mitralklappenkrankheit, nicht näher bezeichnet",I34.9
Nichtrheumatische Aortenklappenkrankheiten,I35
Aortenklappenstenose,I35.0
Aortenklappeninsuffizienz,I35.1
Aortenklappenstenose mit Insuffizienz,I35.2
Sonstige Aortenklappenkrankheiten,I35.8
"Aortenklappenkrankheit, nicht näher bezeichnet",I35.9
Nichtrheumatische Trikuspidalklappenkrankheiten,I36
Nichtrheumatische Trikuspidalklappenstenose,I36.0
Nichtrheumatische Trikuspidalklappeninsuffizienz,I36.1
Nichtrheumatische Trikuspidalklappenstenose mit Insuffizienz,I36.2
Sonstige nichtrheumatische Trikuspidalklappenkrankheiten,I36.8
"Nichtrheumatische Trikuspidalklappenkrankheit, nicht näher bezeichnet",I36.9
Pulmonalklappenkrankheiten,I37
Pulmonalklappenstenose,I37.0
Pulmonalklappeninsuffizienz,I37.1
Pulmonalklappenstenose mit Insuffizienz,I37.2
Sonstige Pulmonalklappenkrankheiten,I37.8
"Pulmonalklappenkrankheit, nicht näher bezeichnet",I37.9
"Endokarditis, Herzklappe nicht näher bezeichnet",I38
Endokarditis und Herzklappenkrankheiten bei anderenorts klassifizierten Krankheiten,I39
Mitralklappenkrankheiten bei anderenorts klassifizierten Krankheiten,I39.0
Aortenklappenkrankheiten bei anderenorts klassifizierten Krankheiten,I39.1
Trikuspidalklappenkrankheiten bei anderenorts klassifizierten Krankheiten,I39.2
Pulmonalklappenkrankheiten bei anderenorts klassifizierten Krankheiten,I39.3
Krankheiten mehrerer Herzklappen bei anderenorts klassifizierten Krankheiten,I39.4
"Endokarditis bei anderenorts klassifizierten Krankheiten, Herzklappe nicht näher bezeichnet",I39.8
Akute Myokarditis,I40
Infektiöse Myokarditis,I40.0
Isolierte Myokarditis,I40.1
Sonstige akute Myokarditis,I40.8
"Akute Myokarditis, nicht näher bezeichnet",I40.9
Myokarditis bei anderenorts klassifizierten Krankheiten,I41
Myokarditis bei anderenorts klassifizierten bakteriellen Krankheiten,I41.0
Myokarditis bei anderenorts klassifizierten Viruskrankheiten,I41.1
Myokarditis bei sonstigen anderenorts klassifizierten infektiösen und parasitären Krankheiten,I41.2
Myokarditis bei sonstigen anderenorts klassifizierten Krankheiten,I41.8
Kardiomyopathie,I42
Dilatative Kardiomyopathie,I42.0
Hypertrophische obstruktive Kardiomyopathie,I42.1
Sonstige hypertrophische Kardiomyopathie,I42.2
Eosinophile endomyokardiale Krankheit,I42.3
Endokardfibroelastose,I42.4
Sonstige restriktive Kardiomyopathie,I42.5
Alkoholische Kardiomyopathie,I42.6
Kardiomyopathie durch Arzneimittel oder sonstige exogene Substanzen,I42.7
Sonstige Kardiomyopathien,I42.8
Arrhythmogene rechtsventrikuläre Kardiomyopathie [ARVCM],I42.80
Sonstige Kardiomyopathien,I42.88
"Kardiomyopathie, nicht näher bezeichnet",I42.9
Kardiomyopathie bei anderenorts klassifizierten Krankheiten,I43
Kardiomyopathie bei anderenorts klassifizierten infektiösen und parasitären Krankheiten,I43.0
Kardiomyopathie bei Stoffwechselkrankheiten,I43.1
Kardiomyopathie bei alimentären Krankheiten,I43.2
Kardiomyopathie bei sonstigen anderenorts klassifizierten Krankheiten,I43.8
Atrioventrikulärer Block und Linksschenkelblock,I44
Atrioventrikulärer Block 1. Grades,I44.0
Atrioventrikulärer Block 2. Grades,I44.1
Atrioventrikulärer Block 3. Grades,I44.2
Sonstiger und nicht näher bezeichneter atrioventrikulärer Block,I44.3
Linksanteriorer Faszikelblock,I44.4
Linksposteriorer Faszikelblock,I44.5
Sonstiger und nicht näher bezeichneter Faszikelblock,I44.6
"Linksschenkelblock, nicht näher bezeichnet",I44.7
Sonstige kardiale Erregungsleitungsstörungen,I45
Rechtsfaszikulärer Block,I45.0
Sonstiger und nicht näher bezeichneter Rechtsschenkelblock,I45.1
Bifaszikulärer Block,I45.2
Trifaszikulärer Block,I45.3
Unspezifischer intraventrikulärer Block,I45.4
Sonstiger näher bezeichneter Herzblock,I45.5
Präexzitations-Syndrom,I45.6
Sonstige näher bezeichnete kardiale Erregungsleitungsstörungen,I45.8
"Kardiale Erregungsleitungsstörung, nicht näher bezeichnet",I45.9
Herzstillstand,I46
Herzstillstand mit erfolgreicher Wiederbelebung,I46.0
"Plötzlicher Herztod, so beschrieben",I46.1
"Herzstillstand, nicht näher bezeichnet",I46.9
Paroxysmale Tachykardie,I47
Ventrikuläre Arrhythmie durch Re-entry,I47.0
Supraventrikuläre Tachykardie,I47.1
Ventrikuläre Tachykardie,I47.2
"Paroxysmale Tachykardie, nicht näher bezeichnet",I47.9
Vorhofflimmern und Vorhofflattern,I48
"Vorhofflimmern, paroxysmal",I48.0
"Vorhofflimmern, persistierend",I48.1
"Vorhofflimmern, permanent",I48.2
"Vorhofflattern, typisch",I48.3
"Vorhofflattern, atypisch",I48.4
"Vorhofflimmern und Vorhofflattern, nicht näher bezeichnet",I48.9
Sonstige kardiale Arrhythmien,I49
Kammerflattern und Kammerflimmern,I49.0
Vorhofextrasystolie,I49.1
AV-junktionale Extrasystolie,I49.2
Ventrikuläre Extrasystolie,I49.3
Sonstige und nicht näher bezeichnete Extrasystolie,I49.4
Sick-Sinus-Syndrom,I49.5
Sonstige näher bezeichnete kardiale Arrhythmien,I49.8
"Kardiale Arrhythmie, nicht näher bezeichnet",I49.9
Herzinsuffizienz,I50
Rechtsherzinsuffizienz,I50.0
Primäre Rechtsherzinsuffizienz,I50.00
Sekundäre Rechtsherzinsuffizienz,I50.01
Rechtsherzinsuffizienz ohne Beschwerden,I50.02
Rechtsherzinsuffizienz mit Beschwerden bei stärkerer Belastung,I50.03
Rechtsherzinsuffizienz mit Beschwerden bei leichterer Belastung,I50.04
Rechtsherzinsuffizienz mit Beschwerden in Ruhe,I50.05
Linksherzinsuffizienz,I50.1
Ohne Beschwerden,I50.11
Mit Beschwerden bei stärkerer Belastung,I50.12
Mit Beschwerden bei leichterer Belastung,I50.13
Mit Beschwerden in Ruhe,I50.14
Nicht näher bezeichnet,I50.19
"Herzinsuffizienz, nicht näher bezeichnet",I50.9
Komplikationen einer Herzkrankheit und ungenau beschriebene Herzkrankheit,I51
"Herzseptumdefekt, erworben",I51.0
"Ruptur der Chordae tendineae, anderenorts nicht klassifiziert",I51.1
"Papillarmuskelruptur, anderenorts nicht klassifiziert",I51.2
"Intrakardiale Thrombose, anderenorts nicht klassifiziert",I51.3
"Myokarditis, nicht näher bezeichnet",I51.4
Myokarddegeneration,I51.5
"Herz-Kreislauf-Krankheit, nicht näher bezeichnet",I51.6
Kardiomegalie,I51.7
Sonstige ungenau bezeichnete Herzkrankheiten,I51.8
"Herzkrankheit, nicht näher bezeichnet",I51.9
Sonstige Herzkrankheiten bei anderenorts klassifizierten Krankheiten,I52
Sonstige Herzkrankheiten bei anderenorts klassifizierten bakteriellen Krankheiten,I52.0
Sonstige Herzkrankheiten bei sonstigen anderenorts klassifizierten infektiösen und parasitären Krankheiten,I52.1
Sonstige Herzkrankheiten bei sonstigen anderenorts klassifizierten Krankheiten,I52.8
Infektionen durch Chlamydia psittaci,A70
Trachom,A71
Initialstadium des Trachoms,A71.0
Aktives Stadium des Trachoms,A71.1
"Trachom, nicht näher bezeichnet",A71.9
Sonstige Krankheiten durch Chlamydien,A74
Chlamydienkonjunktivitis (H13.1*),A74.0
Sonstige Chlamydienkrankheiten,A74.8
"Chlamydieninfektion, nicht näher bezeichnet",A74.9
Akute tubulointerstitielle Nephritis,N10
Chronische tubulointerstitielle Nephritis,N11
"Nichtobstruktive, mit Reflux verbundene chronische Pyelonephritis",N11.0
Chronische obstruktive Pyelonephritis,N11.1
Sonstige chronische tubulointerstitielle Nephritis,N11.8
"Chronische tubulointerstitielle Nephritis, nicht näher bezeichnet",N11.9
"Tubulointerstitielle Nephritis, nicht als akut oder chronisch bezeichnet",N12
Obstruktive Uropathie und Refluxuropathie,N13
Hydronephrose bei ureteropelviner Obstruktion,N13.0
"Hydronephrose bei Ureterstriktur, anderenorts nicht klassifiziert",N13.1
Hydronephrose bei Obstruktion durch Nieren- und Ureterstein,N13.2
Hydronephrose bei Obstruktion durch Nierenstein,N13.20
Hydronephrose bei Obstruktion durch Ureterstein,N13.21
"Hydronephrose bei Obstruktion durch Nieren- und Ureterstein, Steinlokalisation nicht näher bezeichnet",N13.29
Sonstige und nicht näher bezeichnete Hydronephrose,N13.3
Hydroureter,N13.4
Abknickung und Striktur des Ureters ohne Hydronephrose,N13.5
Pyonephrose,N13.6
Hydronephrose bei ureteropelviner Obstruktion mit Infektion der Niere,N13.60
"Hydronephrose bei Ureterstriktur, anderenorts nicht klassifiziert, mit Infektion der Niere",N13.61
Hydronephrose bei Obstruktion durch Nierenstein mit Infektion der Niere,N13.62
Hydronephrose bei Obstruktion durch Ureterstein mit Infektion der Niere,N13.63
"Hydronephrose bei Obstruktion durch Nieren- und Ureterstein, Steinlokalisation nicht näher bezeichnet, mit Infektion der Niere",N13.64
Sonstige und nicht näher bezeichnete Hydronephrose mit Infektion der Niere,N13.65
Hydroureter mit Infektion der Niere,N13.66
Abknickung und Striktur des Ureters ohne Hydronephrose mit Infektion der Niere,N13.67
Sonstige und nicht näher bezeichnete Pyonephrose,N13.68
Uropathie in Zusammenhang mit vesikoureteralem Reflux,N13.7
Sonstige obstruktive Uropathie und Refluxuropathie,N13.8
"Obstruktive Uropathie und Refluxuropathie, nicht näher bezeichnet",N13.9
Arzneimittel- und schwermetallinduzierte tubulointerstitielle und tubuläre Krankheitszustände,N14
Analgetika-Nephropathie,N14.0
"Nephropathie durch sonstige Arzneimittel, Drogen und biologisch aktive Substanzen",N14.1
"Nephropathie durch nicht näher bezeichnete(s) Arzneimittel, Droge oder biologisch aktive Substanz",N14.2
Nephropathie durch Schwermetalle,N14.3
"Toxische Nephropathie, anderenorts nicht klassifiziert",N14.4
Sonstige tubulointerstitielle Nierenkrankheiten,N15
Balkan-Nephropathie,N15.0
Nierenabszess und perinephritischer Abszess,N15.1
Nierenabszess,N15.10
Perinephritischer Abszess,N15.11
Sonstige näher bezeichnete tubulointerstitielle Nierenkrankheiten,N15.8
"Tubulointerstitielle Nierenkrankheit, nicht näher bezeichnet",N15.9
Tubulointerstitielle Nierenkrankheiten bei anderenorts klassifizierten Krankheiten,N16
Tubulointerstitielle Nierenkrankheiten bei anderenorts klassifizierten infektiösen und parasitären Krankheiten,N16.0
Tubulointerstitielle Nierenkrankheiten bei Neubildungen,N16.1
Tubulointerstitielle Nierenkrankheiten bei Blutkrankheiten und Störungen mit Beteiligung des Immunsystems,N16.2
Tubulointerstitielle Nierenkrankheiten bei Stoffwechselkrankheiten,N16.3
Tubulointerstitielle Nierenkrankheiten bei systemischen Krankheiten des Bindegewebes,N16.4
Tubulointerstitielle Nierenkrankheiten bei Transplantatabstoßung (T86.-†),N16.5
Tubulointerstitielle Nierenkrankheiten bei sonstigen anderenorts klassifizierten Krankheiten,N16.8
Bösartige Neubildungen als Primärtumoren an mehreren Lokalisationen,C97
Folgen von Verletzungen des Kopfes,T90
Folgen einer oberflächlichen Verletzung des Kopfes,T90.0
Folgen einer offenen Wunde des Kopfes,T90.1
Folgen einer Fraktur des Schädels und der Gesichtsschädelknochen,T90.2
Folgen einer Verletzung der Hirnnerven,T90.3
Folgen einer Verletzung des Auges und der Orbita,T90.4
Folgen einer intrakraniellen Verletzung,T90.5
Folgen sonstiger näher bezeichneter Verletzungen des Kopfes,T90.8
Folgen einer nicht näher bezeichneten Verletzung des Kopfes,T90.9
Folgen von Verletzungen des Halses und des Rumpfes,T91
Folgen einer oberflächlichen Verletzung und einer offenen Wunde des Halses und des Rumpfes,T91.0
Folgen einer Fraktur der Wirbelsäule,T91.1
Folgen einer sonstigen Fraktur des Thorax und des Beckens,T91.2
Folgen einer Verletzung des Rückenmarkes,T91.3
Folgen einer Verletzung der intrathorakalen Organe,T91.4
Folgen einer Verletzung der intraabdominalen Organe und der Beckenorgane,T91.5
Folgen sonstiger näher bezeichneter Verletzungen des Halses und des Rumpfes,T91.8
Folgen einer nicht näher bezeichneten Verletzung des Halses und des Rumpfes,T91.9
Folgen von Verletzungen der oberen Extremität,T92
Folgen einer offenen Wunde der oberen Extremität,T92.0
Folgen einer Fraktur des Armes,T92.1
Folgen einer Fraktur in Höhe des Handgelenkes und der Hand,T92.2
"Folgen einer Luxation, Verstauchung oder Zerrung der oberen Extremität",T92.3
Folgen einer Verletzung von Nerven der oberen Extremität,T92.4
Folgen einer Verletzung von Muskeln und Sehnen der oberen Extremität,T92.5
Folgen einer Zerquetschung oder einer traumatischen Amputation der oberen Extremität,T92.6
Folgen sonstiger näher bezeichneter Verletzungen der oberen Extremität,T92.8
Folgen einer nicht näher bezeichneten Verletzung der oberen Extremität,T92.9
Folgen von Verletzungen der unteren Extremität,T93
Folgen einer offenen Wunde der unteren Extremität,T93.0
Folgen einer Fraktur des Femurs,T93.1
Folgen sonstiger Frakturen der unteren Extremität,T93.2
"Folgen einer Luxation, Verstauchung oder Zerrung der unteren Extremität",T93.3
Folgen einer Verletzung von Nerven der unteren Extremität,T93.4
Folgen einer Verletzung von Muskeln und Sehnen der unteren Extremität,T93.5
Folgen einer Zerquetschung oder einer traumatischen Amputation der unteren Extremität,T93.6
Folgen sonstiger näher bezeichneter Verletzungen der unteren Extremität,T93.8
Folgen einer nicht näher bezeichneten Verletzung der unteren Extremität,T93.9
Folgen von Verletzungen mehrerer oder nicht näher bezeichneter Körperregionen,T94
Folgen von Verletzungen mehrerer Körperregionen,T94.0
Folgen von Verletzungen nicht näher bezeichneter Körperregionen,T94.1
"Folgen von Verbrennungen, Verätzungen oder Erfrierungen",T95
"Folgen einer Verbrennung, Verätzung oder Erfrierung des Kopfes oder des Halses",T95.0
"Folgen einer Verbrennung, Verätzung oder Erfrierung des Rumpfes",T95.1
"Folgen einer Verbrennung, Verätzung oder Erfrierung der oberen Extremität",T95.2
"Folgen einer Verbrennung, Verätzung oder Erfrierung der unteren Extremität",T95.3
"Folgen einer Verbrennung oder Verätzung, die nur nach der Größe der betroffenen Körperoberfläche klassifizierbar ist",T95.4
"Folgen einer sonstigen näher bezeichneten Verbrennung, Verätzung oder Erfrierung",T95.8
"Folgen einer nicht näher bezeichneten Verbrennung, Verätzung oder Erfrierung",T95.9
"Folgen einer Vergiftung durch Arzneimittel, Drogen und biologisch aktive Substanzen",T96
Folgen toxischer Wirkungen von vorwiegend nicht medizinisch verwendeten Substanzen,T97
Folgen sonstiger und nicht näher bezeichneter Wirkungen äußerer Ursachen,T98
Folgen der Auswirkungen von Fremdkörpern in natürlichen Körperöffnungen,T98.0
Folgen sonstiger und nicht näher bezeichneter Schäden durch äußere Ursachen,T98.1
Folgen bestimmter Frühkomplikationen eines Traumas,T98.2
"Folgen von Komplikationen bei chirurgischen Eingriffen und medizinischer Behandlung, anderenorts nicht klassifiziert",T98.3
"Angeborene Fehlbildungen der Ovarien, der Tubae uterinae und der Ligg. lata uteri",Q50
Angeborenes Fehlen des Ovars,Q50.0
Dysontogenetische Ovarialzyste,Q50.1
Angeborene Torsion des Ovars,Q50.2
Sonstige angeborene Fehlbildungen des Ovars,Q50.3
Embryonale Zyste der Tuba uterina,Q50.4
Embryonale Zyste des Lig. latum uteri,Q50.5
Sonstige angeborene Fehlbildungen der Tuba uterina und des Lig. latum uteri,Q50.6
Angeborene Fehlbildungen des Uterus und der Cervix uteri,Q51
Agenesie und Aplasie des Uterus,Q51.0
Uterus duplex mit Uterus bicollis und Vagina duplex,Q51.1
Sonstige Formen des Uterus duplex,Q51.2
Uterus bicornis,Q51.3
Uterus unicornis,Q51.4
Agenesie und Aplasie der Cervix uteri,Q51.5
Embryonale Zyste der Cervix uteri,Q51.6
Angeborene Fisteln zwischen Uterus und Verdauungs- oder Harntrakt,Q51.7
